tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
23.2,21.4,25.0,0.0,,,,,,
19.2,14.4,22.2,1.3,,,,,,
20.1,19.0,21.6,0.0,,,,,,
18.8,18.0,20.3,0.0,,,,,,
20.6,16.9,24.5,0.0,,,,,,
20.3,18.2,23.0,0.0,,,,,,
17.9,15.6,21.3,0.0,,,,,,
19.0,15.2,22.7,0.0,,,,,,
18.3,15.3,21.4,0.0,,,,,,
18.7,15.8,23.4,0.0,,,,,,
20.5,16.8,23.3,0.0,,,,,,
14.9,13.4,21.6,1.2,,,,,,
16.9,14.3,21.3,0.0,,,,,,
18.4,14.5,21.4,0.0,,,,,,
18.9,16.4,23.4,0.0,,,,,,
19.2,16.5,22.3,0.0,,,,,,
18.1,15.4,20.0,3.2,,,,,,
15.8,14.3,18.1,0.0,,,,,,
16.8,14.3,19.9,0.0,,,,,,
18.4,14.6,21.8,0.0,,,,,,
20.6,18.3,24.9,0.0,,,,,,
20.2,18.1,23.5,0.0,,,,,,
20.6,18.7,22.6,0.0,,,,,,
18.9,17.1,22.1,0.0,,,,,,
11.4,8.2,17.7,3.6,,,,,,
12.9,8.8,17.5,0.0,,,,,,
17.0,13.1,21.8,0.0,,,,,,
17.1,15.0,20.3,0.0,,,,,,
15.4,11.2,19.6,0.2,,,,,,
12.9,9.4,15.7,0.0,,,,,,
17.7,14.6,21.3,0.0,,,,,,
14.8,13.0,17.8,0.0,,,,,,
11.0,9.6,13.8,0.0,,,,,,
12.6,7.4,16.2,0.0,,,,,,
16.8,14.3,21.7,0.0,,,,,,
14.7,12.3,18.7,0.0,,,,,,
15.5,11.2,19.0,0.0,,,,,,
17.5,15.0,19.8,0.0,,,,,,
15.2,13.0,18.3,0.0,,,,,,
17.0,11.6,20.4,0.0,,,,,,
18.8,16.4,23.8,0.0,,,,,,
20.2,15.9,24.7,0.0,,,,,,
14.5,11.6,23.2,0.0,,,,,,
15.6,10.8,18.3,0.0,,,,,,
11.6,9.0,17.4,0.0,,,,,,
6.8,5.1,9.3,0.0,,,,,,
7.7,5.4,10.0,0.0,,,,,,
10.1,5.9,12.5,0.0,,,,,,
8.0,6.3,10.2,0.0,,,,,,
9.1,5.5,14.7,0.0,,,,,,
6.3,3.8,10.8,0.0,,,,,,
2.9,0.9,6.9,0.0,,,,,,
5.2,0.2,10.1,0.0,,,,,,
9.7,2.9,16.1,0.0,,,,,,
12.9,11.1,15.2,0.0,,,,,,
13.1,11.4,16.9,0.0,,,,,,
4.9,0.8,11.8,0.0,,,,,,
9.1,2.6,14.7,0.0,,,,,,
9.1,6.2,12.3,0.0,,,,,,
9.3,5.3,14.7,0.0,,,,,,
9.6,6.5,13.7,0.0,,,,,,
11.2,8.9,15.0,0.0,,,,,,
11.7,9.3,15.2,0.0,,,,,,
12.9,10.7,13.7,6.7,,,,,,
6.6,2.7,13.8,1.8,,,,,,
3.8,1.5,6.7,1.0,,,,,,
9.1,4.6,13.5,0.0,,,,,,
8.2,5.5,12.2,0.0,,,,,,
-2.1,-3.6,5.8,0.0,,,,,,
-0.4,-3.2,3.6,0.0,,,,,,
2.4,-1.5,6.4,0.0,,,,,,
7.0,4.2,9.2,0.0,,,,,,
8.0,3.8,12.1,0.0,,,,,,
8.5,5.2,11.4,0.0,,,,,,
3.3,1.0,5.8,0.0,,,,,,
4.3,0.8,9.2,0.0,,,,,,
11.1,6.1,13.7,0.0,,,,,,
9.1,4.6,11.7,0.4,,,,,,
-1.1,-2.4,5.0,1.1,,,,,,
-3.0,-6.0,-0.2,0.0,,,,,,
2.5,-0.7,5.0,0.0,,,,,,
2.5,-1.0,5.3,0.0,,,,,,
-3.1,-5.0,-0.3,0.0,,1.0,17.1,,1032.6,
-6.3,-8.9,-4.0,0.0,,,,,,
-6.0,-8.3,-2.7,0.0,,,,,,
-1.8,-7.5,2.4,0.0,,,,,,
3.5,0.8,6.2,0.0,,,,,,
7.6,4.7,9.4,0.0,,,,,,
3.0,-1.7,8.7,22.4,,,,,,
-4.6,-6.8,-1.4,0.0,,,,,,
-4.6,-7.2,-2.8,0.0,,,,,,
-6.1,-7.5,-3.2,0.0,,,,,,
-3.8,-8.5,1.2,0.0,,,,,,
-4.8,-7.5,0.7,0.0,,,,,,
0.5,-4.4,3.9,0.0,,,,,,
2.8,-0.5,6.2,0.0,,,,,,
4.6,2.1,7.3,0.0,,,,,,
4.3,1.3,8.7,0.0,,,,,,
2.7,0.4,5.8,0.0,,,,,,
5.9,3.2,7.8,0.0,,,,,,
5.5,4.0,7.0,0.0,,,,,,
5.0,1.9,7.8,0.0,,,,,,
-2.8,-4.7,2.2,0.0,,,,,,
-3.2,-5.3,0.2,0.0,,,,,,
-2.4,-4.8,1.2,0.0,,,,,,
-1.1,-3.6,3.2,0.0,,,,,,
0.6,-2.2,4.3,0.0,,,,,,
3.5,0.7,7.2,0.0,,,,,,
5.7,3.1,8.0,0.0,,,,,,
0.1,-2.0,5.9,0.0,,,,,,
0.1,-2.5,3.9,0.0,,,,,,
2.8,-2.5,5.8,0.0,,,,,,
-1.4,-2.9,4.3,0.0,,,,,,
2.1,-3.3,6.2,0.0,,,,,,
1.7,-0.9,6.1,0.0,,,,,,
4.0,0.0,7.2,0.0,,,,,,
0.1,-5.1,6.5,0.0,,,,,,
-4.9,-7.8,-1.9,0.0,,,,,,
-0.2,-3.3,2.7,0.0,,,,,,
0.5,-3.4,3.6,0.0,,,,,,
3.5,1.2,5.6,0.0,,,,,,
1.2,-0.7,4.2,0.0,,,,,,
2.1,-2.1,6.1,0.0,,,,,,
-1.5,-4.6,3.9,0.0,,,,,,
-4.8,-6.3,-2.7,0.0,,,,,,
-5.2,-7.5,-2.5,0.0,,,,,,
-4.9,-6.4,-1.5,0.0,,,,,,
-9.7,-12.2,-5.9,0.0,,,,,,
-11.1,-12.8,-9.3,0.8,,,,,,
-10.3,-12.8,-7.9,0.4,,,,,,
-9.7,-10.9,-8.1,0.7,,,,,,
-11.9,-13.6,-9.8,0.0,,,,,,
-7.9,-12.4,-3.8,0.0,,,,,,
-4.3,-5.5,-2.5,0.0,,,,,,
-4.8,-9.5,0.2,0.0,,,,,,
-4.1,-6.3,-0.2,0.0,,,,,,
-10.5,-11.9,-5.9,0.0,,,,,,
-8.8,-11.6,-5.2,0.0,,,,,,
-4.0,-7.7,1.1,0.0,,,,,,
-4.0,-6.4,-1.4,0.0,,,,,,
-5.0,-6.7,-3.1,0.0,,,,,,
-6.5,-8.8,-4.3,0.0,,,,,,
-1.6,-6.6,1.8,0.0,,,,,,
0.1,-2.0,2.7,0.0,,,,,,
-3.2,-5.3,0.0,0.0,,,,,,
-1.8,-5.2,3.1,0.0,,,,,,
0.6,-1.9,4.5,0.0,,,,,,
-1.0,-3.9,1.0,0.0,,,,,,
-2.7,-6.0,0.7,0.0,,,,,,
1.5,-1.6,6.6,0.0,,,,,,
2.2,-0.3,6.2,0.0,,,,,,
-1.3,-3.0,1.9,0.0,,,,,,
-4.9,-7.0,-2.2,0.0,,,,,,
-1.9,-4.2,0.3,1.0,,,,,,
-1.0,-5.2,1.8,0.0,,,,,,
4.1,1.3,7.1,0.0,,,,,,
1.7,-0.9,6.4,0.0,,,,,,
1.0,-0.6,5.0,0.0,,,,,,
-0.8,-3.3,2.8,0.0,,,,,,
0.8,-3.5,4.6,0.0,,,,,,
1.8,-0.3,4.8,0.0,,,,,,
0.1,-2.9,4.1,0.0,,,,,,
2.6,-1.2,6.4,0.0,,,,,,
4.2,2.2,5.7,6.1,,,,,,
2.9,-0.5,6.3,8.0,,,,,,
-2.0,-5.5,2.0,0.0,,,,,,
2.0,-1.3,5.9,0.0,,,,,,
3.1,0.3,8.1,0.0,,,,,,
3.6,0.3,8.2,0.0,,,,,,
4.4,0.2,9.5,0.0,,,,,,
4.4,3.1,8.7,0.5,,,,,,
2.4,-0.4,6.6,0.0,,,,,,
1.6,-0.6,4.6,0.0,,,,,,
4.4,-0.8,10.2,0.0,,,,,,
7.8,3.8,14.0,0.0,,,,,,
6.8,4.9,11.3,0.0,,,,,,
5.6,2.9,10.5,0.0,,,,,,
5.5,2.7,9.3,0.0,,,,,,
7.0,3.8,10.4,0.0,,,,,,
4.5,1.3,8.2,0.0,,,,,,
4.5,0.8,9.6,0.0,,,,,,
6.4,1.5,11.1,0.0,,,,,,
4.7,3.4,8.7,0.0,,,,,,
5.5,2.8,9.2,0.0,,,,,,
9.4,3.3,15.4,0.0,,,,,,
5.5,3.8,10.7,0.0,,,,,,
0.1,-1.4,4.3,0.0,,,,,,
4.4,-1.6,9.6,0.0,,,,,,
6.4,4.4,10.2,0.0,,,,,,
6.5,4.5,10.8,0.0,,,,,,
6.6,4.9,8.7,2.5,,,,,,
0.3,-1.9,7.8,18.8,,,,,,
-1.2,-3.1,1.1,0.0,,,,,,
1.0,-0.9,3.7,0.0,,,,,,
1.9,-1.9,5.5,0.0,,,,,,
5.4,0.8,10.8,0.0,,,,,,
7.4,4.3,12.3,0.0,,,,,,
8.7,5.1,14.0,0.0,,,,,,
5.4,4.4,8.4,2.1,,,,,,
6.2,4.0,9.7,0.0,,,,,,
8.2,4.6,15.7,0.0,,,,,,
9.0,5.0,12.5,0.0,,,,,,
8.1,5.8,11.2,0.0,,,,,,
7.3,4.8,10.8,0.0,,,,,,
6.0,3.2,10.0,0.0,,,,,,
6.0,2.2,11.0,0.0,,,,,,
7.7,4.7,12.1,0.0,,,,,,
7.6,6.0,10.0,0.0,,,,,,
10.4,6.3,15.3,0.0,,,,,,
13.4,7.8,20.5,0.0,,,,,,
12.6,9.7,17.8,0.0,,,,,,
12.4,8.8,18.0,0.0,,,,,,
9.7,5.9,15.7,0.0,,,,,,
11.0,6.6,16.3,0.0,,,,,,
6.7,4.8,11.9,0.0,,,,,,
8.4,5.7,11.8,13.1,,,,,,
12.3,6.0,18.7,0.0,,,,,,
12.7,7.7,17.1,0.0,,,,,,
13.0,9.5,16.6,0.0,,,,,,
8.9,7.0,12.8,0.0,,,,,,
9.6,6.5,16.8,0.0,,,,,,
10.6,5.8,18.1,0.0,,,,,,
11.4,8.2,14.8,0.0,,,,,,
13.3,9.7,19.2,0.0,,,,,,
13.2,9.6,17.9,0.0,,,,,,
12.1,9.7,15.2,0.1,,,,,,
10.9,9.0,14.0,2.5,,,,,,
9.3,6.4,13.7,0.0,,,,,,
11.5,7.1,16.1,0.0,,,,,,
10.3,8.6,14.4,0.1,,,,,,
9.3,7.0,12.4,0.0,,,,,,
12.2,9.5,15.5,0.0,,,,,,
12.7,10.8,14.7,0.1,,,,,,
12.4,9.7,13.5,1.0,,,,,,
11.5,10.2,13.5,29.2,,,,,,
11.4,10.2,14.3,3.3,,,,,,
14.0,10.0,20.0,0.0,,,,,,
11.7,8.9,15.4,0.0,,,,,,
11.9,9.5,15.7,0.0,,,,,,
13.5,9.4,17.4,0.0,,,,,,
14.5,11.3,17.0,0.2,,,,,,
15.7,12.0,20.5,0.0,,,,,,
18.0,13.3,21.6,0.0,,,,,,
16.5,12.8,21.6,0.0,,,,,,
14.0,12.1,17.7,0.0,,,,,,
16.2,12.9,21.1,0.0,,,,,,
17.3,12.8,21.5,0.0,,,,,,
18.0,13.3,23.5,0.0,,,,,,
18.6,14.5,24.1,0.0,,,,,,
19.4,15.5,24.4,0.0,,,,,,
20.1,16.7,23.2,0.0,,,,,,
18.2,14.2,22.5,0.0,,,,,,
15.2,12.6,20.4,0.0,,,,,,
15.3,12.4,19.4,0.0,,,,,,
13.6,10.6,17.1,0.0,,,,,,
17.0,15.2,18.5,0.1,,,,,,
15.4,13.7,18.4,13.0,,,,,,
15.0,13.2,17.7,10.6,,,,,,
18.9,13.7,22.1,0.0,,,,,,
19.1,16.5,23.2,0.0,,,,,,
19.5,15.9,22.1,0.0,,,,,,
15.9,13.4,21.1,0.7,,,,,,
17.3,12.0,21.6,0.0,,,,,,
19.2,13.2,24.4,0.0,,,,,,
20.7,15.5,26.5,0.0,,,,,,
19.9,17.4,23.6,0.0,,,,,,
14.8,13.3,17.7,18.0,,,,,,
14.1,12.9,15.8,10.4,,,,,,
13.5,12.5,15.2,2.0,,,,,,
14.6,12.1,18.2,0.0,,,,,,
16.1,12.7,19.1,0.0,,,,,,
17.2,14.3,19.9,0.0,,,,,,
17.3,15.0,20.6,0.0,,,,,,
17.1,14.4,19.5,0.0,,,,,,
19.6,16.1,23.4,0.0,,,,,,
18.7,16.7,22.6,0.1,,,,,,
17.8,16.1,19.6,0.0,,,,,,
19.9,17.5,22.7,0.3,,,,,,
21.1,16.8,27.0,0.0,,,,,,
20.8,18.3,25.2,1.2,,,,,,
19.4,16.8,23.4,0.0,,,,,,
18.4,16.7,20.9,0.0,,,,,,
18.1,16.6,19.1,20.0,,,,,,
20.4,17.1,26.4,0.0,,,,,,
22.4,17.0,25.7,0.0,,,,,,
18.7,15.9,23.0,0.0,,,,,,
20.0,16.8,24.7,0.0,,,,,,
19.7,17.6,23.7,0.0,,,,,,
20.6,18.2,24.4,0.0,,,,,,
21.1,18.1,24.0,0.0,,,,,,
21.7,19.2,27.2,0.3,,,,,,
24.1,19.6,28.7,0.0,,,,,,
20.9,19.3,23.1,0.0,,,,,,
21.5,19.5,26.4,0.0,,,,,,
21.9,19.3,24.4,0.0,,,,,,
22.9,21.2,26.2,0.0,,,,,,
23.7,20.0,29.1,0.0,,,,,,
23.5,19.2,30.7,0.0,,,,,,
24.4,21.5,27.8,0.0,,,,,,
23.5,22.0,25.7,0.0,,,,,,
23.5,21.4,25.7,0.0,,,,,,
22.4,21.0,24.7,53.0,,,,,,
23.7,20.7,25.8,0.0,,,,,,
20.4,19.2,24.7,35.0,,,,,,
21.7,19.7,24.4,0.0,,,,,,
24.2,21.2,28.3,0.0,,,,,,
25.0,23.2,28.4,0.0,,,,,,
22.5,21.7,24.1,0.0,,,,,,
23.4,22.2,25.5,3.8,,,,,,
24.1,22.5,27.2,0.0,,,,,,
21.1,19.7,23.7,0.0,,,,,,
21.3,20.0,22.7,1.6,,,,,,
20.5,19.5,21.9,28.8,,,,,,
21.2,19.3,24.3,0.0,,,,,,
22.6,20.5,26.7,0.0,,,,,,
22.4,21.2,24.9,0.0,,,,,,
21.8,20.8,22.8,1.1,,,,,,
22.4,20.7,24.5,0.0,,,,,,
22.6,21.8,23.8,1.0,,,,,,
22.2,20.8,24.3,4.7,,,,,,
23.9,19.9,28.0,0.0,,,,,,
25.1,21.9,28.4,0.0,,,,,,
25.4,23.4,28.4,0.0,,,,,,
25.4,23.9,28.4,0.0,,,,,,
25.4,23.7,28.5,0.0,,,,,,
23.2,22.2,24.8,13.3,,,,,,
24.5,21.7,28.3,0.6,,331.0,15.3,,999.7,
24.9,21.7,27.2,11.5,,,,,,
24.7,23.4,27.3,0.0,,,,,,
24.4,23.4,25.3,12.7,,,,,,
24.9,23.2,28.3,55.6,,,,,,
25.1,23.4,29.2,0.0,,,,,,
24.5,23.6,26.2,31.6,,,,,,
24.5,22.8,27.7,0.0,,,,,,
24.7,23.2,27.0,0.0,,,,,,
24.0,22.8,26.0,176.1,,,,,,
25.9,23.3,28.3,0.0,,,,,,
27.5,24.4,32.0,0.0,,,,,,
26.5,24.3,29.8,0.0,,,,,,
24.7,21.3,26.7,36.8,,,,,,
24.5,23.7,27.1,0.5,,,,,,
23.7,21.6,26.3,0.0,,,,,,
23.8,22.0,26.4,0.0,,,,,,
24.4,21.3,28.5,0.0,,,,,,
23.7,21.0,26.5,23.4,,,,,,
23.4,20.5,27.0,0.0,,,,,,
23.2,19.7,27.1,0.0,,,,,,
22.0,20.2,24.2,8.5,,,,,,
21.0,18.5,22.8,16.3,,,,,,
23.2,20.9,25.8,0.0,,,,,,
23.8,20.9,27.7,0.0,,,,,,
24.4,21.6,27.6,0.0,,,,,,
23.5,21.3,27.1,0.0,,,,,,
23.6,20.5,27.4,0.0,,,,,,
21.3,18.4,24.6,1.9,,,,,,
21.6,19.6,24.9,0.3,,,,,,
21.8,19.0,25.8,0.1,,,,,,
22.2,19.1,26.3,0.0,,,,,,
23.2,19.8,27.2,0.0,,,,,,
23.8,21.2,26.8,0.0,,,,,,
19.7,17.8,24.2,57.0,,,,,,
22.0,18.6,25.2,0.0,,,,,,
24.6,22.5,28.6,0.0,,,,,,
24.6,20.9,30.3,0.0,,,,,,
23.1,20.5,26.0,0.0,,,,,,
25.6,22.6,30.7,0.0,,,,,,
26.1,23.4,30.4,0.0,,,,,,
24.6,21.4,29.4,0.0,,,,,,
24.5,21.1,29.1,0.0,,,,,,
23.9,21.1,27.0,0.0,,,,,,
21.4,16.8,25.2,29.7,,,,,,
19.0,16.7,20.6,0.0,,,,,,
19.8,17.2,23.2,0.0,,,,,,
20.2,15.2,24.0,0.0,,,,,,
22.8,20.5,26.8,0.0,,,,,,
22.6,19.5,26.2,0.0,,,,,,
20.2,17.6,23.1,4.3,,,,,,
19.2,16.5,22.2,1.6,,,,,,
17.8,13.7,22.0,0.0,,,,,,
18.5,15.7,22.3,0.0,,,,,,
19.7,17.4,22.5,0.0,,,,,,
22.4,20.2,25.5,0.0,,,,,,
22.0,20.3,26.2,0.0,,,,,,
20.4,16.5,24.4,0.0,,,,,,
20.9,17.8,24.4,0.0,,,,,,
21.4,19.5,23.7,0.0,,,,,,
20.7,18.5,24.2,0.0,,,,,,
21.8,17.6,26.5,0.0,,,,,,
18.1,16.3,22.2,0.0,,,,,,
18.7,16.0,22.5,0.0,,,,,,
18.2,15.2,21.1,0.0,,,,,,
19.5,16.7,22.4,0.0,,,,,,
20.4,18.3,24.2,0.0,,,,,,
20.1,18.2,23.7,0.0,,,,,,
19.9,18.0,22.7,0.0,,,,,,
18.4,15.6,21.9,0.0,,,,,,
20.0,18.5,21.8,0.0,,,,,,
20.4,18.7,22.2,0.0,,,,,,
20.3,19.6,22.0,0.0,,,,,,
19.7,17.1,21.9,0.0,,,,,,
17.0,14.2,19.7,5.8,,,,,,
17.6,15.5,21.0,0.0,,,,,,
16.9,13.8,21.7,0.0,,,,,,
16.2,13.3,19.6,0.0,,,,,,
12.8,10.0,15.5,0.0,,,,,,
12.3,9.7,15.2,0.0,,,,,,
14.4,10.0,19.2,0.0,,,,,,
16.8,14.2,19.2,0.0,,,,,,
17.2,15.3,19.6,0.0,,,,,,
16.0,13.1,18.3,0.0,,,,,,
13.6,10.1,18.1,0.0,,,,,,
13.8,11.6,16.2,0.0,,,,,,
13.5,10.2,17.4,23.7,,,,,,
10.6,8.3,12.8,0.0,,,,,,
14.2,9.8,18.6,0.0,,,,,,
15.3,12.1,18.7,0.0,,,,,,
16.1,14.2,19.4,0.0,,,,,,
10.5,5.9,16.1,0.0,,,,,,
12.9,4.7,16.8,0.0,,,,,,
13.2,7.2,16.6,2.1,,,,,,
16.2,14.0,18.6,0.0,,,,,,
6.5,3.4,16.8,0.0,,,,,,
9.4,4.8,13.2,0.0,,,,,,
12.9,11.2,15.2,0.8,,,,,,
10.9,7.2,14.7,0.0,,,,,,
13.1,9.2,18.5,0.0,,,,,,
7.5,5.6,9.6,0.0,,,,,,
10.1,4.8,14.8,0.0,,,,,,
9.7,5.4,13.7,0.0,,,,,,
13.0,8.6,15.5,0.0,,,,,,
15.6,13.5,18.2,0.0,,,,,,
14.2,10.4,18.2,0.0,,,,,,
11.3,6.5,16.9,0.0,,,,,,
2.1,0.1,7.2,0.0,,,,,,
-3.7,-4.5,0.5,0.3,,,,,,
-3.7,-7.6,0.2,0.5,,,,,,
-1.6,-3.5,2.2,0.0,,,,,,
0.8,-3.8,6.7,1.1,,,,,,
-3.7,-5.9,-0.3,4.0,,,,,,
-1.9,-6.2,2.4,0.0,,,,,,
-1.0,-2.6,3.2,0.0,,44.0,13.4,,1027.4,
-3.8,-5.4,0.7,0.1,,,,,,
-0.7,-5.2,2.9,0.0,,,,,,
7.0,2.8,9.3,0.0,,,,,,
3.6,0.0,6.8,0.6,,,,,,
2.0,-2.6,7.0,0.0,,,,,,
6.3,0.8,11.6,0.0,,,,,,
-1.7,-4.0,1.2,0.0,,,,,,
-8.5,-9.9,-3.6,0.0,,,,,,
-8.9,-11.3,-5.8,0.0,,,,,,
-3.2,-7.7,1.8,0.0,,,,,,
2.3,-1.3,5.0,0.4,,,,,,
-8.0,-10.7,-0.8,0.0,,,,,,
-1.5,-9.2,4.3,0.0,,,,,,
-4.1,-7.0,4.3,1.4,,,,,,
-2.8,-7.3,1.8,0.0,,,,,,
-1.9,-3.9,-0.3,0.0,,,,,,
2.5,-1.9,5.7,0.0,,,,,,
0.0,-3.5,3.0,0.0,,,,,,
6.0,2.5,7.8,0.0,,,,,,
5.7,2.5,10.5,0.0,,,,,,
4.6,2.7,6.9,0.0,,,,,,
6.6,3.1,10.6,0.0,,,,,,
7.1,4.7,12.0,0.0,,,,,,
8.1,3.9,11.2,0.0,,,,,,
9.2,6.5,12.8,0.0,,,,,,
4.6,3.0,7.5,0.0,,,,,,
5.5,2.2,8.2,0.0,,,,,,
7.7,5.4,9.5,0.0,,,,,,
1.5,0.2,5.6,0.0,,,,,,
2.2,-0.3,3.8,0.0,,,,,,
2.8,-0.5,8.0,0.0,,,,,,
3.6,1.1,6.8,0.0,,,,,,
1.5,-1.8,5.7,0.0,,,,,,
3.8,1.1,8.6,0.0,,,,,,
3.4,1.4,7.3,0.0,,,,,,
-2.2,-3.8,1.6,0.0,,,,,,
-0.8,-4.3,3.2,0.0,,,,,,
-1.6,-3.9,1.0,0.0,,,,,,
1.2,-2.6,4.6,0.0,,,,,,
2.2,1.2,3.5,0.0,,,,,,
1.9,0.0,4.9,0.0,,,,,,
3.8,0.2,7.7,0.0,,,,,,
2.3,-1.1,5.8,0.0,,,,,,
-2.0,-4.2,0.6,0.0,,,,,,
-5.3,-7.2,-3.9,0.0,,,,,,
-7.0,-8.2,-4.4,0.0,,,,,,
-7.6,-9.2,-5.4,0.0,,,,,,
-4.1,-6.7,-2.3,0.0,,,,,,
-7.8,-10.1,-5.4,0.0,,,,,,
-6.8,-8.3,-4.5,0.0,,,,,,
-4.9,-7.3,-1.7,0.0,,,,,,
-4.7,-6.9,-1.0,0.0,,,,,,
-2.8,-6.0,0.7,0.0,,,,,,
-2.8,-5.6,-0.4,0.0,,,,,,
-2.0,-7.2,2.6,0.0,,,,,,
4.2,2.4,6.7,0.0,,,,,,
-1.8,-4.0,5.0,0.0,,,,,,
-2.5,-5.1,0.3,0.0,,,,,,
2.7,-3.1,6.2,0.0,,,,,,
4.7,3.3,8.0,0.0,,,,,,
1.9,0.8,4.5,0.0,,,,,,
3.5,0.1,5.3,0.0,,,,,,
3.2,2.3,6.1,0.0,,,,,,
4.0,2.6,7.0,0.0,,,,,,
-0.8,-3.3,3.0,0.0,,,,,,
-0.3,-4.1,4.5,0.0,,,,,,
-7.6,-10.7,1.0,0.0,,,,,,
0.1,-8.4,3.7,0.0,,,,,,
3.2,1.9,6.6,0.0,,,,,,
0.8,-0.6,4.0,0.0,,,,,,
-3.9,-6.8,-0.1,0.0,,,,,,
-6.8,-8.0,-5.2,0.0,,,,,,
-2.9,-7.0,0.3,0.0,,,,,,
0.1,-1.9,2.5,0.0,,,,,,
1.5,-2.8,6.2,0.0,,,,,,
4.3,1.6,8.6,0.0,,,,,,
3.7,0.7,9.3,0.0,,,,,,
1.8,-0.7,5.7,0.0,,,,,,
-0.6,-2.5,2.0,0.0,,,,,,
-0.6,-4.1,2.7,0.0,,,,,,
-3.9,-6.3,-1.3,0.0,,,,,,
-1.1,-6.5,2.9,0.0,,,,,,
-0.9,-3.4,1.6,0.0,,,,,,
1.7,0.0,4.9,0.0,,,,,,
4.2,1.5,7.3,0.0,,,,,,
6.2,5.2,9.2,0.0,,,,,,
-5.7,-8.5,5.7,0.0,,,,,,
-1.7,-6.0,1.1,0.0,,,,,,
-3.5,-4.7,-1.3,0.0,,,,,,
-0.2,-4.3,4.5,0.0,,,,,,
4.3,-0.2,10.0,0.0,,,,,,
3.6,1.3,6.5,0.0,,,,,,
4.4,3.8,5.8,0.1,,,,,,
2.5,0.1,6.0,0.0,,,,,,
3.4,0.3,10.4,0.0,,,,,,
-1.6,-4.7,2.3,0.0,,,,,,
3.8,-0.3,7.0,0.0,,,,,,
5.9,4.2,8.9,0.0,,,,,,
4.2,1.7,7.7,0.0,,,,,,
7.9,3.2,14.8,0.0,,,,,,
7.9,5.5,10.5,0.0,,,,,,
-2.7,-5.5,7.7,0.0,,,,,,
0.4,-3.9,5.2,0.0,,,,,,
-3.9,-7.8,2.5,0.0,,,,,,
0.2,-4.5,4.5,0.0,,,,,,
1.6,-0.9,5.5,0.0,,,,,,
-1.4,-3.8,2.6,0.4,,,,,,
-0.1,-3.9,2.3,0.0,,,,,,
5.6,1.6,8.0,0.0,,,,,,
7.0,4.8,11.2,0.0,,,,,,
5.5,3.0,7.7,0.0,,,,,,
5.7,1.9,10.5,0.0,,,,,,
5.5,3.1,10.3,0.0,,,,,,
5.9,2.1,11.0,2.3,,,,,,
3.4,0.4,7.8,6.8,,,,,,
0.3,-1.9,4.1,0.0,,,,,,
2.0,-1.8,6.5,0.0,,,,,,
-2.4,-4.2,2.8,0.7,,,,,,
0.6,-5.0,6.2,0.0,,,,,,
4.4,2.1,7.2,0.0,,,,,,
5.8,4.4,9.8,0.0,,,,,,
6.8,5.1,10.5,0.0,,,,,,
8.3,3.9,12.9,0.0,,,,,,
6.0,2.3,10.0,0.0,,,,,,
2.5,-0.1,6.0,0.0,,,,,,
3.1,0.9,4.3,0.0,,,,,,
6.4,4.1,10.4,0.0,,,,,,
7.3,5.1,9.6,1.5,,,,,,
3.8,1.3,8.2,3.1,,,,,,
4.2,-0.4,10.2,0.0,,,,,,
7.1,3.6,11.6,0.0,,,,,,
10.5,7.0,14.3,0.1,,,,,,
6.4,4.1,9.7,5.6,,,,,,
6.7,3.0,11.3,0.3,,,,,,
8.9,6.0,14.2,0.0,,,,,,
6.0,4.9,8.9,0.0,,,,,,
8.6,6.0,13.8,0.0,,,,,,
11.1,6.4,17.1,0.0,,,,,,
10.1,8.0,14.1,0.0,,,,,,
6.6,5.0,9.5,6.6,,,,,,
7.4,5.2,9.8,0.0,,,,,,
10.2,5.5,13.7,0.0,,,,,,
12.2,9.5,16.4,0.0,,,,,,
6.9,4.9,14.3,0.0,,,,,,
8.0,4.1,14.9,0.0,,,,,,
7.2,5.5,11.2,0.0,,,,,,
11.2,5.7,17.9,0.8,,,,,,
11.7,8.2,16.0,0.4,,,,,,
12.8,10.2,17.6,0.0,,,,,,
10.8,8.7,14.4,0.0,,,,,,
10.7,8.0,15.4,6.0,,,,,,
14.5,8.6,19.7,0.0,,,,,,
16.1,11.7,22.0,0.0,,,,,,
14.1,8.8,18.2,0.0,,,,,,
10.5,8.0,13.7,0.0,,,,,,
14.6,8.5,20.2,0.0,,,,,,
16.1,10.7,19.6,0.0,,,,,,
13.7,12.3,19.7,0.0,,,,,,
14.0,10.2,18.4,0.0,,,,,,
12.3,9.4,15.0,1.0,,,,,,
14.9,11.7,18.7,0.0,,,,,,
16.9,11.0,22.0,0.0,,,,,,
15.9,10.9,20.3,0.0,,,,,,
22.5,16.2,27.5,0.0,,,,,,
19.2,14.2,24.1,0.0,,,,,,
19.8,13.0,24.9,0.0,,,,,,
18.4,14.5,23.0,0.0,,,,,,
16.8,13.7,19.3,0.0,,,,,,
17.4,13.8,20.2,0.0,,,,,,
20.0,16.4,25.5,0.0,,,,,,
16.7,13.7,19.9,0.0,,,,,,
14.0,11.0,17.7,0.0,,,,,,
15.2,11.9,21.9,0.0,,,,,,
16.6,11.2,23.6,0.0,,,,,,
13.8,12.1,16.5,0.0,,,,,,
13.6,12.3,15.3,9.4,,,,,,
16.7,12.6,21.2,0.1,,,,,,
