tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
3.7,0.2,6.4,0.0,,,6.9,,,
4.9,0.6,9.6,0.0,,,3.8,,,
1.2,-0.6,5.1,0.0,,5.0,14.6,,,
2.6,-1.9,7.8,0.0,,,,,,
4.9,3.3,7.6,0.0,,328.0,10.2,,,
3.0,1.1,4.9,0.0,,,7.5,,,
-1.7,-3.3,5.0,0.0,,,18.5,,,
-1.8,-4.2,1.9,0.0,,,7.8,,,
2.5,-3.1,6.9,0.0,,,7.2,,,
3.4,-1.0,7.1,1.5,,,12.8,,,
-1.1,-2.2,0.3,0.2,,,13.2,,,
0.8,-2.3,3.3,0.0,,343.0,5.7,,,
2.0,-1.6,5.7,0.0,,,5.9,,,
5.1,4.0,6.4,6.4,,,10.8,,,
1.0,-3.0,5.2,1.9,,,11.4,,,
-2.1,-4.1,0.9,0.0,,1.0,11.4,,,
-1.3,-2.8,0.6,0.0,,,9.0,,,
3.1,-1.7,6.2,0.0,,,11.7,,,
-0.1,-2.0,4.0,0.0,,,12.8,,,
2.7,-2.2,6.8,0.0,,,10.2,,,
-0.1,-3.3,3.4,0.0,,,6.9,,,
-0.5,-2.4,2.5,0.0,,,,,,
4.5,-1.2,7.3,0.0,,,8.0,,,
1.6,0.1,3.2,0.0,,,4.4,,,
2.6,-0.1,5.9,0.0,,,6.9,,,
4.6,1.2,7.8,0.0,,,6.9,,,
0.8,-0.7,6.3,0.0,,350.0,16.1,,,
2.1,-1.4,7.3,0.0,,,5.3,,,
4.2,2.4,8.3,0.0,,,4.8,,,
3.1,0.5,7.3,0.0,,,5.0,,,
2.7,0.2,5.0,0.0,,,6.8,,,
-1.8,-3.0,0.9,0.0,,347.0,11.3,,,
-2.3,-3.7,-0.8,0.0,,,19.4,,,
-2.8,-5.1,-0.8,0.0,,339.0,26.4,,,
-3.1,-4.4,0.3,0.0,,354.0,24.2,,,
-3.9,-5.8,-2.1,0.0,,351.0,18.9,,,
1.4,-3.4,6.0,0.0,,,9.0,,,
1.6,-1.0,3.9,0.0,,338.0,13.2,,,
-0.2,-3.4,3.3,0.0,,,6.0,,,
3.4,1.2,6.1,0.0,,,,,,
4.1,2.1,6.1,0.0,,,6.6,,,
1.9,-1.1,7.0,0.0,,,6.2,,,
1.6,0.1,5.0,0.0,,,8.7,,,
-4.4,-6.9,0.3,3.0,,36.0,11.7,,,
-3.5,-7.4,0.2,0.0,,,4.2,,,
-1.2,-3.5,0.7,0.0,,,,,,
-9.5,-11.6,-3.6,0.0,,17.0,27.9,,,
-12.1,-14.2,-10.0,0.0,,12.0,22.1,,,
-10.6,-12.8,-7.5,0.0,,10.0,15.3,,,
-9.9,-11.4,-7.2,0.0,,7.0,14.1,,,
-9.9,-11.0,-7.6,0.0,,,,,,
-8.6,-11.5,-5.0,0.0,,,5.6,,,
-5.0,-7.0,-2.4,0.3,,,3.6,,,
-5.2,-7.5,-1.9,0.0,,342.0,7.8,,,
-6.4,-8.7,-3.5,0.0,,7.0,19.7,,,
-8.9,-11.7,-5.0,0.0,,357.0,16.1,,,
-7.8,-9.4,-4.9,0.0,,344.0,16.2,,,
-8.0,-9.8,-6.8,0.0,,355.0,12.2,,,
-7.3,-8.8,-4.7,0.0,,,9.3,,,
-5.9,-8.0,-2.8,0.0,,356.0,9.9,,,
-5.2,-6.8,-2.3,0.0,,359.0,14.4,,,
-4.6,-7.5,-0.8,0.0,,,8.6,,,
-1.7,-3.8,1.2,0.0,,,9.2,,,
-5.5,-6.7,-3.5,0.0,,346.0,18.5,,,
-6.3,-8.3,-4.3,0.0,,357.0,13.8,,,
-4.9,-7.2,-2.1,0.0,,321.0,8.3,,,
-2.5,-6.3,2.5,0.0,,,,,,
-1.8,-4.1,3.0,0.0,,,4.8,,,
-4.7,-6.5,-1.8,0.0,,,,,,
-5.4,-7.3,-2.7,0.0,,353.0,9.9,,,
-5.1,-6.9,-2.4,0.0,,343.0,9.8,,,
-5.8,-7.6,-3.2,0.0,,341.0,11.0,,,
-4.9,-6.5,-1.6,0.0,,,10.8,,,
-5.1,-6.6,-2.5,0.0,,345.0,14.4,,,
-3.4,-5.4,0.1,0.0,,,9.3,,,
0.2,-3.4,4.8,0.0,,,,,,
-2.6,-5.6,1.1,0.0,,,,,,
-7.2,-8.8,-4.6,0.0,,351.0,15.5,,,
-3.3,-7.9,1.3,0.0,,,7.7,,,
-1.4,-3.0,1.4,0.0,,334.0,12.0,,,
-3.1,-5.4,0.2,0.0,,,7.2,,,
-2.4,-4.8,1.4,0.0,,331.0,8.7,,,
-2.9,-5.3,0.4,0.0,,,9.6,,,
-1.2,-4.8,3.4,0.0,,,7.7,,,
3.0,0.4,8.1,0.0,,,,,,
2.0,0.0,6.4,0.0,,,5.9,,,
4.4,-0.8,8.1,0.0,,,11.7,,,
-2.1,-5.4,6.7,0.5,,,14.7,,,
-4.6,-6.4,-2.2,0.0,,9.0,23.9,,,
-3.6,-6.7,0.8,0.0,,356.0,9.5,,,
-2.2,-4.7,-0.3,0.2,,277.0,7.4,,,
-0.8,-2.5,1.5,0.0,,320.0,18.5,,,
4.2,0.0,9.7,0.0,,304.0,12.9,,,
7.3,3.1,10.7,0.0,,248.0,17.6,,,
4.0,2.1,9.1,0.0,,343.0,14.9,,,
4.1,0.6,8.0,0.0,,,12.9,,,
3.2,0.9,5.8,0.0,,332.0,15.0,,,
1.9,0.0,4.8,0.0,,330.0,14.4,,,
2.3,-0.9,6.3,0.0,,326.0,12.8,,,
4.4,-0.2,7.5,0.0,,,10.1,,,
4.5,1.9,7.7,0.0,,338.0,16.7,,,
6.1,2.1,12.0,0.0,,,11.3,,,
7.9,4.8,12.0,0.0,,241.0,11.7,,,
6.0,4.2,9.0,0.0,,241.0,11.3,,,
9.0,5.3,13.3,0.0,,,11.7,,,
4.0,2.6,9.0,0.0,,105.0,17.4,,,
6.8,3.5,10.2,5.7,,,11.7,,,
6.9,5.3,9.9,6.8,,357.0,17.6,,,
5.0,1.8,9.7,0.0,,,11.4,,,
7.4,4.1,11.5,0.0,,,11.9,,,
7.7,4.7,11.3,0.0,,,8.1,,,
6.6,4.7,11.1,0.0,,167.0,12.6,,,
5.5,1.4,11.6,0.0,,89.0,17.4,,,
4.0,1.4,8.5,0.0,,,,,,
5.6,1.2,10.9,0.0,,,8.1,,,
6.8,4.3,9.1,0.0,,167.0,12.0,,,
7.5,5.8,11.9,0.0,,160.0,8.6,,,
8.2,4.8,13.8,0.0,,,10.1,,,
6.8,3.9,11.2,0.0,,324.0,19.1,,,
5.7,3.8,9.3,0.0,,310.0,18.5,,,
7.5,3.0,11.5,0.0,,,10.7,,,
5.5,3.3,8.1,0.0,,339.0,15.2,,,
5.2,2.9,10.3,0.0,,330.0,9.8,,,
4.9,3.6,7.4,0.0,,322.0,8.1,,,
5.5,2.5,9.5,0.0,,310.0,13.2,,,
8.2,4.1,12.7,0.0,,327.0,12.6,,,
9.3,5.9,12.7,0.0,,,10.7,,,
9.5,6.1,14.3,0.9,,296.0,18.3,,,
9.9,4.2,14.1,0.0,,,13.2,,,
13.3,8.8,18.0,0.0,,,8.7,,,
13.8,10.2,19.4,0.0,,169.0,11.1,,,
8.1,6.0,12.0,2.3,,,11.9,,,
8.4,5.1,12.6,0.0,,160.0,9.0,,,
6.7,3.8,10.7,0.0,,119.0,13.5,,,
10.1,5.4,14.6,0.0,,,10.1,,,
8.9,4.7,13.7,0.0,,342.0,20.3,,,
10.4,6.5,14.7,0.1,,358.0,18.8,,,
11.4,9.0,15.3,0.0,,321.0,7.5,,,
10.9,7.6,15.1,0.0,,,11.7,,,
14.0,8.0,19.9,0.0,,189.0,10.2,,,
15.0,12.1,18.1,0.0,,147.0,9.9,,,
14.4,8.7,20.7,0.0,,,7.4,,,
17.0,11.0,23.0,0.0,,,4.7,,,
16.3,12.3,21.5,0.0,,,9.6,,,
16.5,11.4,21.6,0.0,,,9.8,,,
14.5,11.0,19.1,0.0,,,6.8,,,
11.8,9.9,14.4,10.4,,98.0,10.4,,,
9.5,8.7,11.3,7.9,,,,,,
8.7,6.4,12.2,0.0,,,,,,
9.7,6.5,13.5,0.0,,137.0,9.6,,,
9.6,6.4,14.6,0.7,,228.0,19.7,,,
11.7,7.7,17.3,0.0,,339.0,15.0,,,
12.6,9.5,17.1,0.0,,349.0,11.9,,,
11.8,7.8,16.1,0.0,,,13.8,,,
15.9,11.3,21.8,0.0,,152.0,13.8,,,
11.9,8.7,16.0,0.0,,154.0,15.9,,,
12.1,10.2,15.5,0.0,,,13.7,,,
15.2,10.2,19.9,0.0,,140.0,14.6,,,
12.7,10.0,17.1,0.0,,110.0,14.9,,,
13.2,10.3,17.9,19.7,,349.0,15.6,,,
18.4,12.1,22.9,0.0,,265.0,18.3,,,
18.8,14.3,24.7,0.0,,256.0,14.1,,,
13.3,11.8,19.5,0.3,,,10.4,,,
17.5,12.8,22.3,0.0,,,9.3,,,
16.2,13.4,19.2,0.0,,84.0,7.5,,,
14.2,11.6,16.1,0.0,,139.0,11.4,,,
11.4,9.6,14.2,0.9,,116.0,9.2,,,
9.7,8.9,10.5,42.2,,107.0,18.3,,,
12.2,9.7,15.8,0.0,,,9.8,,,
13.1,10.1,17.3,0.0,,229.0,11.7,,,
15.0,11.9,19.5,0.0,,,9.3,,,
12.5,11.2,15.8,0.0,,129.0,12.8,,,
12.0,10.8,14.4,0.0,,128.0,11.9,,,
13.8,10.7,18.3,0.1,,153.0,12.9,,,
14.5,11.7,18.3,0.0,,310.0,17.4,,,
17.1,13.0,20.2,0.0,,,15.8,,,
19.6,13.2,25.3,7.4,,247.0,14.4,,,
17.7,12.5,21.9,0.0,,117.0,11.9,,,
14.7,12.4,18.7,0.0,,130.0,14.1,,,
16.6,13.9,19.5,0.1,,153.0,11.0,,,
18.5,14.3,24.4,0.1,,,6.3,,,
17.4,14.0,21.1,0.0,,,13.2,,,
15.3,13.7,18.4,11.4,,146.0,11.7,,,
18.7,14.3,23.5,0.0,,,9.2,,,
17.7,15.4,20.6,0.0,,,9.3,,,
18.3,15.0,21.6,0.0,,294.0,14.4,,,
19.3,15.4,23.5,0.0,,,15.2,,,
17.6,15.5,19.7,0.0,,118.0,14.1,,,
14.6,13.9,15.7,0.0,,108.0,12.8,,,
14.4,12.9,16.7,0.0,,97.0,14.9,,,
13.7,13.0,14.6,20.4,,82.0,12.5,,,
17.9,14.5,22.9,0.0,,,10.7,,,
18.3,14.9,22.8,0.0,,,12.3,,,
17.1,15.5,20.2,0.1,,194.0,11.3,,,
16.8,14.4,20.9,0.7,,108.0,11.4,,,
15.0,13.4,19.2,0.1,,144.0,12.5,,,
18.8,14.9,24.9,0.0,,,9.5,,,
22.1,18.8,25.5,0.0,,,7.7,,,
20.9,18.1,25.6,0.0,,,,,,
19.2,16.4,22.4,0.0,,148.0,11.4,,,
17.3,15.8,21.2,0.0,,123.0,11.9,,,
20.8,15.6,25.6,0.0,,,7.5,,,
20.7,18.5,25.0,0.0,,,,,,
16.7,14.0,18.5,8.9,,134.0,12.6,,,
17.7,15.8,22.8,11.4,,319.0,11.9,,,
20.9,16.0,25.2,0.0,,,11.6,,,
19.8,18.1,22.2,0.0,,156.0,12.9,,,
20.7,16.5,25.5,0.0,,114.0,12.3,,,
21.1,18.5,23.4,0.0,,157.0,11.6,,,
19.7,18.7,22.1,5.3,,130.0,16.4,,,
19.0,18.4,21.3,7.8,,127.0,8.9,,,
19.3,17.7,22.1,0.0,,123.0,11.3,,,
19.9,18.3,22.5,27.4,,,8.1,,,
19.3,17.6,21.7,0.0,,125.0,12.6,,,
20.5,19.2,23.4,0.0,,164.0,12.6,,,
22.3,19.1,25.4,0.0,,162.0,10.8,,,
20.5,19.4,22.8,8.0,,171.0,15.2,,,
19.5,18.9,20.7,25.4,,145.0,18.6,,,
19.5,18.6,22.0,17.5,,56.0,8.0,,,
23.0,18.1,27.8,0.0,,,8.1,,,
21.7,20.0,24.7,0.0,,124.0,11.4,,,
21.5,19.9,23.9,9.8,,175.0,18.2,,,
23.9,19.9,28.9,4.8,,260.0,12.2,,,
22.1,20.6,24.6,0.0,,119.0,12.2,,,
21.2,20.1,22.2,0.0,,114.0,12.6,,,
22.5,20.8,23.5,0.0,,,8.3,,,
23.2,21.7,26.5,0.0,,,8.0,,,
22.0,20.9,23.8,1.2,,107.0,18.2,,,
21.8,19.9,24.2,1.1,,,9.9,,,
24.9,20.7,30.9,0.0,,324.0,9.0,,,
24.4,21.9,28.9,0.0,,,7.7,,,
22.2,20.9,24.0,9.4,,184.0,15.0,,,
23.4,20.4,27.8,0.4,,281.0,10.7,,,
25.9,21.1,31.0,0.0,,,7.8,,,
22.7,21.0,26.8,2.1,,,7.7,,,
22.2,20.1,25.0,2.0,,105.0,9.9,,,
21.6,20.5,22.9,12.3,,,6.2,,,
24.7,22.2,28.4,0.0,,309.0,12.6,,,
25.0,21.3,27.7,0.0,,269.0,8.0,,,
23.5,22.5,26.7,0.0,,,7.2,,,
23.7,21.2,28.1,0.0,,,11.1,,,
25.2,22.7,29.7,0.0,,,8.4,,,
24.8,22.0,27.7,0.0,,,9.9,,,
23.6,21.5,27.1,0.0,,,11.1,,,
25.0,22.8,27.6,1.5,,173.0,10.4,,,
24.9,23.4,27.5,3.8,,168.0,8.3,,,
24.4,22.8,28.8,3.4,,,8.0,,,
24.3,23.8,25.5,10.5,,139.0,18.5,,,
23.8,22.0,24.9,15.5,,,12.5,,,
25.2,21.7,28.8,0.0,,353.0,14.0,,,
26.0,21.7,31.0,0.0,,291.0,8.6,,,
26.5,23.8,30.6,0.0,,,,,,
26.0,24.0,29.4,0.0,,,7.2,,,
25.3,22.4,28.4,0.0,,162.0,9.0,,,
24.9,23.1,28.3,0.0,,169.0,8.6,,,
25.2,22.8,28.2,0.0,,170.0,9.0,,,
26.4,23.8,30.0,0.0,,186.0,8.6,,,
26.7,24.5,29.5,0.0,,152.0,10.7,,,
24.7,23.3,26.1,27.4,,,8.1,,,
25.7,23.6,28.6,0.0,,350.0,7.8,,,
26.2,23.8,29.5,0.0,,340.0,9.2,,,
26.0,24.6,27.5,0.0,,,7.2,,,
25.0,23.0,27.3,0.3,,,11.7,,,
24.5,21.0,27.4,0.0,,88.0,9.9,,,
23.6,22.0,26.7,3.6,,102.0,13.2,,,
21.5,21.0,23.2,35.7,,,16.4,,,
23.6,21.2,27.1,0.0,,320.0,14.0,,,
23.6,21.1,27.0,0.0,,,10.4,,,
22.3,20.7,23.6,0.1,,,,,,
19.5,18.1,21.9,26.0,,,9.9,,,
21.6,18.4,24.1,0.0,,,8.1,,,
22.9,21.8,24.6,0.0,,130.0,11.9,,,
23.0,21.4,25.8,0.0,,,9.3,,,
22.5,21.6,25.2,0.0,,,9.6,,,
22.9,20.3,25.7,0.0,,,4.7,,,
24.1,21.8,27.5,0.0,,,4.8,,,
23.1,21.5,26.2,0.0,,,6.9,,,
22.8,20.9,25.5,0.0,,,6.8,,,
19.1,17.1,22.6,29.5,,,9.5,,,
21.0,18.3,25.0,0.0,,353.0,10.7,,,
23.2,18.5,28.5,0.0,,319.0,8.9,,,
23.3,20.9,26.8,0.0,,,6.3,,,
23.3,20.6,26.1,0.0,,,8.1,,,
23.0,21.4,24.9,0.0,,185.0,9.5,,,
23.4,21.4,26.5,0.0,,,7.1,,,
23.1,20.6,26.8,0.0,,,6.9,,,
22.8,20.3,26.4,0.0,,,6.5,,,
22.6,19.9,25.5,0.0,,,8.9,,,
21.8,19.6,23.4,2.8,,249.0,12.5,,,
22.1,18.1,26.7,0.0,,,6.9,,,
23.7,19.8,29.2,0.0,,,9.8,,,
23.5,20.0,27.0,0.0,,,9.3,,,
22.0,19.0,25.4,0.0,,,6.3,,,
22.7,20.2,26.2,0.0,,,8.3,,,
23.6,20.4,27.2,0.0,,,4.4,,,
23.4,20.9,26.9,0.0,,,7.2,,,
24.6,21.5,28.1,0.0,,,6.2,,,
22.8,21.7,24.8,0.0,,,5.6,,,
22.8,19.2,25.7,6.8,,,7.2,,,
23.2,18.9,27.8,0.0,,,5.1,,,
22.8,21.1,24.7,0.1,,,9.5,,,
17.2,15.0,22.1,0.0,,,21.6,,,
15.4,13.6,17.2,0.8,,348.0,9.5,,,
16.8,13.0,19.3,4.3,,346.0,18.3,,,
15.1,13.7,17.5,0.0,,359.0,18.9,,,
17.5,13.3,21.9,0.0,,,7.7,,,
16.7,15.2,20.2,0.0,,,,,,
16.9,14.3,20.3,0.0,,,10.1,,,
18.5,15.6,22.1,0.0,,,5.7,,,
18.5,15.0,24.1,0.0,,324.0,7.8,,,
20.1,16.6,23.8,0.0,,,7.4,,,
18.1,16.7,20.6,0.0,,,9.9,,,
15.7,14.1,18.3,0.0,,,8.9,,,
14.3,11.8,18.5,0.0,,350.0,10.7,,,
13.0,10.5,16.1,0.0,,9.0,20.1,,,
14.4,10.1,18.5,0.0,,,8.4,,,
16.3,12.5,18.9,0.0,,,10.7,,,
17.0,13.5,21.1,0.0,,,6.5,,,
15.5,14.2,17.3,0.0,,,15.5,,,
15.3,11.0,19.9,0.0,,309.0,8.1,,,
17.0,13.1,21.7,0.0,,,9.2,,,
18.2,16.2,21.3,0.0,,,9.6,,,
19.4,16.6,25.0,0.0,,,7.8,,,
17.7,14.7,22.0,0.0,,,7.1,,,
17.8,14.9,21.5,0.0,,,6.6,,,
17.8,15.0,22.8,0.0,,,7.1,,,
17.9,15.0,21.8,0.0,,,7.5,,,
18.0,16.0,21.3,0.0,,,4.7,,,
16.7,14.0,20.4,0.2,,,5.6,,,
18.0,17.0,18.7,0.2,,137.0,8.3,,,
17.0,16.2,17.7,3.6,,112.0,12.2,,,
14.2,11.2,17.5,14.1,,324.0,14.9,,,
10.7,7.7,12.5,0.0,,289.0,19.8,,,
14.5,11.0,18.1,0.0,,267.0,18.9,,,
10.0,7.6,13.0,0.0,,,7.2,,,
10.8,8.9,13.2,0.0,,,8.3,,,
13.7,8.6,19.1,0.0,,,10.2,,,
8.3,5.7,13.3,0.0,,15.0,9.8,,,
10.1,5.5,14.4,0.0,,,,,,
11.8,9.8,13.0,7.2,,335.0,12.9,,,
12.7,7.6,15.5,0.0,,,14.1,,,
11.5,6.6,14.6,0.0,,,11.9,,,
10.8,7.3,13.9,0.0,,,10.4,,,
11.8,5.8,15.3,0.0,,,9.0,,,
14.7,13.2,17.0,0.0,,,11.1,,,
14.1,11.3,19.4,0.0,,325.0,7.5,,,
5.2,2.5,13.5,0.0,,,,,,
3.7,0.4,8.2,0.0,,0.0,16.5,,,
3.1,1.9,4.8,0.0,,6.0,21.0,,,
4.8,0.6,10.1,0.0,,341.0,9.8,,,
8.1,3.6,12.4,0.0,,,5.3,,,
10.2,8.1,13.3,0.0,,,4.5,,,
10.3,7.2,11.9,0.0,,,4.4,,,
9.2,5.7,11.6,0.0,,,6.0,,,
10.3,8.1,13.2,1.6,,,11.3,,,
5.8,2.7,8.8,0.0,,,7.1,,,
-1.3,-3.5,7.2,3.2,,31.0,17.7,,,
-3.2,-4.8,-1.8,1.0,,,12.2,,,
-2.3,-4.7,0.7,0.0,,,7.7,,,
6.8,-1.4,11.0,0.0,,,16.4,,,
5.9,2.6,9.1,0.0,,,6.2,,,
8.7,4.3,12.6,0.0,,,6.8,,,
5.6,3.4,8.4,0.0,,,7.7,,,
5.7,3.3,9.2,0.0,,,5.7,,,
5.4,3.3,8.2,0.0,,,5.1,,,
7.5,4.8,10.2,0.0,,,6.9,,,
1.6,0.3,7.6,0.0,,0.0,21.3,,,
6.1,0.6,10.4,0.0,,,14.9,,,
3.5,2.3,7.7,0.0,,,15.9,,,
9.4,2.2,11.6,0.0,,,,,,
10.3,9.2,12.1,0.0,,251.0,17.4,,,
7.1,4.0,9.5,0.0,,,9.8,,,
9.2,7.3,11.2,6.5,,198.0,15.9,,,
-3.1,-6.6,7.3,2.8,,17.0,24.0,,,
-8.2,-11.1,-5.8,0.2,,,21.2,,,
-4.3,-10.0,0.7,0.0,,,9.0,,,
3.5,0.6,5.4,0.0,,236.0,12.3,,,
5.8,3.6,8.3,0.0,,,9.0,,,
7.9,6.0,10.6,0.0,,,8.0,,,
-2.2,-5.2,6.1,0.0,,1.0,15.6,,,
0.0,-5.7,4.3,0.0,,,10.7,,,
0.7,-2.9,3.7,0.0,,,10.4,,,
-3.5,-5.9,-0.4,0.0,,347.0,11.7,,,
1.3,-2.1,4.6,0.0,,,12.6,,,
5.3,0.0,8.8,0.0,,,11.0,,,
7.4,5.6,8.8,0.0,,215.0,12.6,,,
0.2,-3.5,8.7,0.0,,356.0,19.4,,,
-1.7,-5.1,1.8,0.0,,309.0,9.3,,,
4.0,1.3,7.4,0.0,,,14.9,,,
-2.9,-5.3,1.3,0.0,,,9.6,,,
-9.8,-12.0,-5.2,0.0,,,22.5,,,
-6.0,-11.7,-2.0,0.1,,306.0,18.5,,,
1.0,-2.5,4.8,0.0,,,9.8,,,
1.7,-0.7,4.5,0.0,,,11.7,,,
-2.8,-4.0,-0.6,0.0,,,14.7,,,
-1.2,-5.7,3.7,0.0,,,5.4,,,
2.5,-0.1,5.3,0.0,,,8.7,,,
-1.1,-3.5,1.2,0.0,,,6.3,,,
-0.8,-2.2,1.2,0.0,,308.0,18.9,,,
-4.4,-5.6,-1.6,0.0,,2.0,15.5,,,
-5.9,-7.5,-4.8,0.0,,8.0,17.7,,,
-5.9,-7.8,-3.2,0.0,,355.0,18.2,,,
-2.8,-5.8,1.3,0.0,,,,,,
-0.9,-3.7,3.0,0.0,,,7.2,,,
-4.6,-6.6,-0.6,0.0,,348.0,15.6,,,
-5.6,-7.0,-3.0,0.0,,347.0,16.1,,,
-2.8,-6.0,1.0,0.0,,,6.5,,,
-2.9,-5.7,0.5,0.0,,,7.4,,,
-4.5,-8.0,-1.6,0.0,,,12.9,,,
-8.7,-10.1,-7.0,0.0,,359.0,20.7,,,
-6.5,-10.5,-1.9,0.0,,,8.7,,,
-8.9,-11.8,-3.7,0.0,,,17.6,,,
-5.8,-7.6,-3.3,0.0,,,15.2,,,
-3.1,-6.8,2.3,0.0,,,11.3,,,
-9.0,-11.4,-2.3,0.0,,,18.9,,,
-2.7,-8.7,0.7,0.0,,,10.5,,,
-2.1,-3.6,0.1,0.0,,,6.6,,,
0.9,-3.7,4.0,0.0,,,8.3,,,
1.1,-1.9,3.7,0.0,,,,,,
1.3,-2.3,3.4,0.0,,,12.5,,,
4.3,2.6,6.6,0.0,,,14.3,,,
2.8,-1.3,5.8,0.0,,,9.6,,,
-2.6,-6.2,5.6,0.0,,336.0,23.7,,,
-9.3,-10.6,-6.2,0.0,,317.0,22.2,,,
-6.2,-8.3,-4.1,0.0,,,,,,
-2.4,-4.6,0.1,0.0,,,13.5,,,
-2.8,-7.1,1.3,0.0,,,9.2,,,
1.9,-1.8,4.0,0.0,,,13.4,,,
4.3,2.4,6.9,0.0,,,,,,
2.2,0.3,4.4,0.0,,,,,,
1.4,-1.3,6.4,0.0,,,,,,
1.4,-2.3,6.5,0.0,,,8.0,,,
3.2,1.2,7.0,0.0,,,,,,
0.7,-2.5,3.4,0.0,,,13.5,,,
-2.6,-6.1,2.5,0.0,,,10.1,,,
2.5,-1.0,5.9,0.0,,,7.5,,,
1.7,-1.2,4.2,0.0,,317.0,14.9,,,
1.7,-2.1,5.8,0.0,,,8.4,,,
3.7,1.4,7.2,0.0,,,11.7,,,
3.3,-0.5,8.0,0.0,,,,,,
4.0,1.3,7.1,0.0,,255.0,12.2,,,
3.7,-0.6,7.5,0.0,,,11.0,,,
4.5,1.2,9.1,0.0,,,9.5,,,
4.5,0.7,6.5,0.0,,118.0,19.4,,,
-2.4,-5.4,4.6,6.0,,348.0,28.2,,,
-1.7,-5.7,0.8,0.0,,,11.0,,,
-4.7,-6.6,0.2,0.0,,,13.2,,,
-6.6,-8.6,-4.3,0.1,,,13.5,,,
-6.1,-9.7,-2.2,0.0,,,9.2,,,
-4.4,-6.1,-3.1,1.2,,71.0,10.7,,,
-0.4,-3.2,1.1,3.4,,195.0,13.4,,,
-4.6,-6.5,0.2,0.0,,,17.4,,,
1.3,-6.5,4.9,0.0,,,14.6,,,
-2.0,-5.3,3.9,0.0,,3.0,18.3,,,
-1.2,-5.4,4.2,0.0,,,8.7,,,
1.1,-2.0,3.4,0.0,,,13.8,,,
-3.2,-5.2,-0.5,0.0,,342.0,15.3,,,
0.1,-3.5,5.6,0.0,,,7.7,,,
1.7,-0.6,5.5,0.0,,,9.3,,,
1.4,-2.5,8.0,0.0,,,9.2,,,
-1.8,-3.5,1.6,0.0,,,18.2,,,
-1.5,-5.4,2.9,0.0,,,,,,
1.8,-0.7,7.2,0.0,,,,,,
3.4,1.1,7.1,0.0,,,8.1,,,
2.3,0.4,3.7,3.3,,,,,,
0.4,-2.5,3.8,0.0,,315.0,20.0,,,
4.5,0.5,7.8,0.0,,,15.0,,,
5.4,4.0,8.9,0.0,,191.0,12.3,,,
3.4,2.0,6.0,0.0,,,15.0,,,
2.6,-1.2,7.4,0.0,,,8.6,,,
4.6,1.4,9.6,0.0,,,11.0,,,
4.4,3.5,5.7,0.0,,,10.8,,,
0.2,-1.8,4.5,0.0,,338.0,22.4,,,
2.6,-1.3,7.6,0.0,,257.0,17.1,,,
7.0,3.6,14.2,0.0,,,15.6,,,
6.8,4.1,12.5,0.0,,,10.7,,,
13.2,3.2,20.0,0.0,,,14.4,,,
10.3,5.8,17.3,0.0,,,14.3,,,
5.0,1.6,8.1,0.0,,354.0,24.5,,,
6.5,2.5,10.5,0.0,,,11.6,,,
6.5,4.2,8.8,4.6,,,16.2,,,
3.1,1.4,6.9,0.4,,5.0,29.7,,,
2.6,-0.1,6.1,0.0,,,9.6,,,
0.5,-1.3,2.4,1.2,,,11.9,,,
5.0,-1.7,9.4,0.0,,,23.4,,,
4.5,2.5,7.4,0.0,,,11.7,,,
4.5,1.1,8.4,0.0,,,8.9,,,
1.6,0.5,3.7,0.0,,,14.7,,,
3.6,0.4,6.6,0.0,,,8.3,,,
4.6,2.0,7.8,0.0,,,12.0,,,
4.0,1.6,7.8,0.0,,330.0,14.7,,,
4.8,1.5,9.4,0.0,,301.0,14.0,,,
8.3,4.1,13.3,0.0,,,11.6,,,
7.0,5.8,11.3,0.0,,,9.2,,,
10.2,5.6,14.7,0.0,,,,,,
11.7,6.4,18.1,0.0,,,9.9,,,
15.5,9.7,22.3,0.0,,,11.9,,,
15.0,11.2,20.6,0.0,,,7.1,,,
15.1,10.6,21.0,0.0,,,7.7,,,
18.9,11.5,24.0,0.0,,,10.1,,,
17.9,13.6,24.5,0.0,,,13.7,,,
13.7,12.2,16.6,0.0,,,11.3,,,
14.0,11.1,18.4,0.0,,,8.6,,,
11.5,8.9,16.0,5.0,,40.0,10.5,,,
12.1,8.0,17.7,0.0,,,9.0,,,
6.4,0.7,11.3,18.1,,,23.0,,,
8.1,3.7,12.4,0.0,,,13.1,,,
10.6,6.2,14.8,0.0,,,14.4,,,
12.3,7.9,19.0,0.0,,,10.8,,,
8.8,6.6,12.2,10.5,,89.0,17.7,,,
8.0,6.5,9.1,78.6,,,14.1,,,
10.6,7.5,14.6,0.2,,318.0,20.1,,,
10.2,6.9,14.1,0.0,,,14.0,,,
9.9,8.0,12.6,0.0,,,12.2,,,
7.3,5.7,9.2,12.4,,103.0,15.3,,,
8.1,5.7,9.3,0.7,,329.0,25.1,,,
10.5,7.9,13.4,0.0,,324.0,19.4,,,
15.7,9.8,21.0,0.0,,,12.5,,,
15.9,12.8,21.2,0.0,,,9.3,,,
14.3,10.4,17.2,0.0,,,17.1,,,
15.4,12.9,20.0,0.0,,152.0,16.4,,,
12.9,10.2,16.4,3.6,,127.0,15.3,,,
13.7,10.1,20.3,11.0,,,10.4,,,
